Death,X coordinate,Y coordinate
1,51.51225,-0.135394
1,51.51225,-0.135394
1,51.51225,-0.135394
1,51.512162,-0.135409
1,51.512212,-0.135472
1,51.512573,-0.135765
1,51.512573,-0.135765
1,51.512575,-0.135871
1,51.512672,-0.135976
1,51.512672,-0.135976
1,51.512727,-0.136033
1,51.512727,-0.136033
1,51.512727,-0.136033
1,51.512794,-0.136115
1,51.512846,-0.13618
1,51.512846,-0.13618
1,51.512846,-0.13618
1,51.512846,-0.13618
1,51.512879,-0.136083
1,51.512939,-0.136139
1,51.512765,-0.135329
1,51.512765,-0.135329
1,51.512765,-0.135329
1,51.512765,-0.135329
1,51.512765,-0.135329
1,51.512765,-0.135329
1,51.512765,-0.135329
1,51.512844,-0.135122
1,51.512844,-0.135122
1,51.512844,-0.135122
1,51.512532,-0.134645
1,51.512532,-0.134645
1,51.512532,-0.134645
1,51.512532,-0.134645
1,51.512532,-0.134645
1,51.512532,-0.134645
1,51.512532,-0.134645
1,51.512532,-0.134645
1,51.512198,-0.134522
1,51.512215,-0.134967
1,51.513154,-0.135098
1,51.513154,-0.135098
1,51.513154,-0.135098
1,51.513154,-0.135098
1,51.513154,-0.135098
1,51.513056,-0.134394
1,51.513056,-0.134394
1,51.513056,-0.134394
1,51.513056,-0.134394
1,51.513056,-0.134394
1,51.513056,-0.134394
1,51.513056,-0.134394
1,51.513056,-0.134394
1,51.513165,-0.134505
1,51.513165,-0.134505
1,51.513098,-0.134437
1,51.513238,-0.134594
1,51.513293,-0.13464
1,51.513293,-0.13464
1,51.513379,-0.134709
1,51.513431,-0.134756
1,51.513431,-0.134756
1,51.513475,-0.135244
1,51.513475,-0.135244
1,51.513422,-0.134897
1,51.513422,-0.134897
1,51.513422,-0.134897
1,51.513528,-0.135158
1,51.513481,-0.135344
1,51.513481,-0.135344
1,51.513594,-0.135063
1,51.513594,-0.135063
1,51.513227,-0.135801
1,51.513227,-0.135801
1,51.513227,-0.135801
1,51.51318,-0.135762
1,51.513132,-0.13574
1,51.513132,-0.13574
1,51.513048,-0.135645
1,51.513006,-0.135602
1,51.512883,-0.135501
1,51.51327,-0.135832
1,51.513459,-0.136049
1,51.513459,-0.136049
1,51.513459,-0.136049
1,51.513431,-0.13614
1,51.513431,-0.13614
1,51.513431,-0.13614
1,51.513402,-0.136228
1,51.513402,-0.136228
1,51.513402,-0.136228
1,51.512593,-0.134999
1,51.512593,-0.134999
1,51.512593,-0.134999
1,51.512585,-0.134793
1,51.512555,-0.134896
1,51.512555,-0.134896
1,51.512521,-0.135
1,51.513137,-0.133483
1,51.513228,-0.133265
1,51.513152,-0.133296
1,51.513152,-0.133296
1,51.513258,-0.132933
1,51.513544,-0.133998
1,51.513626,-0.134042
1,51.513637,-0.134156
1,51.513637,-0.134156
1,51.513524,-0.134091
1,51.513524,-0.134091
1,51.51382,-0.134272
1,51.513724,-0.13422
1,51.513704,-0.134704
1,51.513831,-0.134782
1,51.513915,-0.13501
1,51.513597,-0.134923
1,51.514032,-0.134885
1,51.513891,-0.134212
1,51.513891,-0.134212
1,51.513891,-0.134212
1,51.513891,-0.134212
1,51.513891,-0.134212
1,51.513758,-0.134135
1,51.514065,-0.134364
1,51.514146,-0.134447
1,51.514146,-0.134447
1,51.514201,-0.134479
1,51.514201,-0.134479
1,51.51423,-0.134658
1,51.514319,-0.134367
1,51.514377,-0.134179
1,51.514357,-0.13416
1,51.514382,-0.134069
1,51.514382,-0.134069
1,51.514402,-0.134085
1,51.514402,-0.134085
1,51.514522,-0.133821
1,51.514522,-0.133821
1,51.514522,-0.133821
1,51.514522,-0.133821
1,51.514522,-0.133821
1,51.514497,-0.133922
1,51.514472,-0.13385
1,51.514504,-0.133725
1,51.514546,-0.133745
1,51.514561,-0.133676
1,51.514561,-0.133676
1,51.514561,-0.133676
1,51.514561,-0.133676
1,51.514594,-0.133563
1,51.514581,-0.133467
1,51.514581,-0.133467
1,51.514606,-0.133393
1,51.515834,-0.134474
1,51.515195,-0.135259
1,51.515149,-0.135395
1,51.514818,-0.136022
1,51.514843,-0.136804
1,51.514843,-0.136804
1,51.514843,-0.136804
1,51.514914,-0.136583
1,51.514496,-0.135653
1,51.514743,-0.135578
1,51.514743,-0.135578
1,51.514467,-0.13486
1,51.514453,-0.13469
1,51.514845,-0.134818
1,51.514389,-0.135704
1,51.514399,-0.135561
1,51.514335,-0.135649
1,51.514335,-0.135649
1,51.514224,-0.135415
1,51.51422,-0.135576
1,51.514145,-0.135357
1,51.514145,-0.135357
1,51.514108,-0.135475
1,51.514108,-0.135475
1,51.514108,-0.135475
1,51.514359,-0.136226
1,51.514359,-0.136226
1,51.514326,-0.136328
1,51.514544,-0.136222
1,51.514569,-0.136117
1,51.514586,-0.13603
1,51.514612,-0.136266
1,51.514575,-0.136421
1,51.514575,-0.136421
1,51.514507,-0.136935
1,51.514507,-0.136935
1,51.514507,-0.136935
1,51.514274,-0.136931
1,51.514274,-0.136931
1,51.514274,-0.136931
1,51.514293,-0.136799
1,51.514058,-0.13678
1,51.514148,-0.136696
1,51.514148,-0.136696
1,51.514148,-0.136696
1,51.513961,-0.136712
1,51.514027,-0.136123
1,51.514076,-0.135958
1,51.514096,-0.135883
1,51.514134,-0.135788
1,51.514134,-0.135788
1,51.514033,-0.135849
1,51.514033,-0.135849
1,51.513996,-0.136008
1,51.513996,-0.136008
1,51.513996,-0.136008
1,51.513996,-0.136008
1,51.51396,-0.136099
1,51.51396,-0.136099
1,51.51396,-0.136099
1,51.51396,-0.136099
1,51.51396,-0.136099
1,51.513945,-0.13617
1,51.513945,-0.13617
1,51.513821,-0.135485
1,51.513821,-0.135485
1,51.513821,-0.135485
1,51.513821,-0.135485
1,51.513821,-0.135485
1,51.513999,-0.135374
1,51.513999,-0.135374
1,51.513999,-0.135374
1,51.513999,-0.135374
1,51.513999,-0.135374
1,51.513795,-0.135582
1,51.513795,-0.135582
1,51.513795,-0.135582
1,51.513766,-0.135679
1,51.513766,-0.135679
1,51.513766,-0.135679
1,51.513726,-0.135814
1,51.513692,-0.135905
1,51.513692,-0.135905
1,51.513692,-0.135905
1,51.513692,-0.135905
1,51.513692,-0.135905
1,51.513672,-0.135992
1,51.513672,-0.135992
1,51.513672,-0.135992
1,51.513672,-0.135992
1,51.513603,-0.136217
1,51.513603,-0.136217
1,51.513603,-0.136217
1,51.513603,-0.136217
1,51.513482,-0.136579
1,51.513458,-0.136675
1,51.513458,-0.136675
1,51.513458,-0.136675
1,51.513458,-0.136675
1,51.513429,-0.136764
1,51.513404,-0.136877
1,51.513404,-0.136877
1,51.513404,-0.136877
1,51.513359,-0.136953
1,51.513359,-0.136953
1,51.513378,-0.13723
1,51.513855,-0.136651
1,51.513855,-0.136651
1,51.513875,-0.136503
1,51.513565,-0.137367
1,51.513616,-0.137422
1,51.513616,-0.137422
1,51.513742,-0.137472
1,51.513742,-0.137472
1,51.513742,-0.137472
1,51.513918,-0.1383
1,51.513772,-0.137363
1,51.513502,-0.137995
1,51.513502,-0.137995
1,51.513502,-0.137995
1,51.513502,-0.137995
1,51.513712,-0.138139
1,51.513712,-0.138139
1,51.513644,-0.138239
1,51.513644,-0.138239
1,51.513711,-0.138272
1,51.514061,-0.138083
1,51.514061,-0.138083
1,51.514061,-0.138083
1,51.514061,-0.138083
1,51.514061,-0.138083
1,51.514748,-0.137912
1,51.514748,-0.137912
1,51.514748,-0.137912
1,51.514794,-0.137707
1,51.514794,-0.137707
1,51.514526,-0.137108
1,51.514526,-0.137108
1,51.514526,-0.137108
1,51.514706,-0.137065
1,51.514706,-0.137065
1,51.512311,-0.138474
1,51.511998,-0.138123
1,51.511856,-0.137762
