,24h_volume_usd,available_supply,id,last_updated,market_cap_usd,max_supply,name,percent_change_1h,percent_change_24h,percent_change_7d,price_btc,price_usd,rank,symbol,total_supply
22,46766600.0,100000000.0,waves,1512549556,706319000.0,,Waves,0.97,-4.33,22.21,0.0005645,7.06319,23,WAVES,100000000.0
23,37334000.0,98649745.0,stratis,1512549559,695914763.0,,Stratis,1.48,-6.64,16.87,0.0005638,7.0544,24,STRAT,98649745.0
24,1567790.0,41252246.0,populous,1512549571,653575834.0,53252246.0,Populous,-0.39,16.05,48.46,0.00126623,15.8434,25,PPT,53252246.0
25,78141400.0,42337077.0,hshare,1512549574,651059567.0,84000000.0,Hshare,0.24,-9.33,-18.18,0.00122903,15.378,26,HSR,42337077.0
26,9387460.0,998999495.0,ardor,1512549558,545431746.0,998999495.0,Ardor,1.28,-6.55,52.61,4.364e-05,0.545978,27,ARDR,998999495.0
27,17336300.0,2603860000.0,bitshares,1512549545,477154741.0,3600570502.0,BitShares,4.99,9.2,9.18,1.465e-05,0.183249,28,BTS,2603860000.0
28,6102460.0,183253534612.0,bytecoin-bcn,1512549560,418250537.0,184470000000.0,Bytecoin,-2.43,0.39,26.99,1.8e-07,0.00228236,29,BCN,183253534612.0
29,20770100.0,97981284.0,ark,1512549568,416343052.0,,Ark,0.29,-2.28,26.98,0.0003396,4.24921,30,ARK,129231284.0
30,72175700.0,998999942.0,nxt,1512549541,395859721.0,1000000000.0,Nxt,2.35,-6.89,97.57,3.167e-05,0.396256,31,NXT,998999942.0
31,42070800.0,41839200.0,vertcoin,1512549543,368766943.0,84000000.0,Vertcoin,-0.51,-9.19,62.37,0.00070442,8.81391,32,VTC,41839200.0
32,5728340.0,11000000.0,augur,1512549552,362217900.0,,Augur,-0.27,-7.71,13.02,0.00263173,32.9289,33,REP,11000000.0
33,3943880.0,6301732.0,decred,1512549553,335508004.0,,Decred,0.79,-10.74,-10.55,0.00425508,53.2406,34,DCR,6721732.0
34,5783640.0,246433508.0,steem,1512549555,335447755.0,,Steem,1.63,-9.74,19.1,0.00010879,1.36121,35,STEEM,263407602.0
35,14735600.0,350000000.0,qash,1512549587,333761750.0,,QASH,-2.03,-0.07,-31.5,7.621e-05,0.953605,36,QASH,1000000000.0
36,9636190.0,103690368.0,komodo,1512549561,316840437.0,,Komodo,0.25,-10.03,2.02,0.00024421,3.05564,37,KMD,103690368.0
37,137522000.0,216092371.0,einsteinium,1512549543,314678033.0,,Einsteinium,1.63,66.46,229.46,0.00011638,1.45622,38,EMC2,216092371.0
38,13437700.0,50741341.0,salt,1512549578,309601337.0,,SALT,-0.97,-7.35,40.82,0.00048765,6.10156,39,SALT,120000000.0
39,1217790.0,2026045.0,veritaseum,1512549568,293207270.0,,Veritaseum,1.04,18.03,37.52,0.0115662,144.719,40,VERI,100000000.0
40,8154560.0,112217753045.0,dogecoin,1512549542,291381251.0,,Dogecoin,2.13,-0.81,9.49,2.1e-07,0.00259657,41,DOGE,112217753045.0
41,22043900.0,31377500609.0,siacoin,1512549551,286625310.0,,Siacoin,2.38,-4.11,37.69,7.3e-07,0.00913474,42,SC,31377500609.0
42,6531250.0,833032000.0,golem-network-tokens,1512549565,284913605.0,,Golem,-0.2,-6.03,3.53,2.733e-05,0.34202,43,GNT,1000000000.0
43,4484240.0,452552412.0,maidsafecoin,1512549544,283377459.0,,MaidSafeCoin,3.02,3.82,16.14,5.004e-05,0.626176,44,MAID,452552412.0
44,6482290.0,55064489.0,pivx,1512549553,272915025.0,,PIVX,-0.85,-8.1,21.02,0.00039611,4.95628,45,PIVX,55064489.0
45,13181900.0,104661310.0,tenx,1512549570,264436219.0,,TenX,1.3,-8.19,-2.45,0.00020193,2.52659,46,PAY,205218256.0
46,55458000.0,99014000.0,binance-coin,1512549572,243443742.0,,Binance Coin,-2.6,-5.51,25.37,0.0001965,2.45868,47,BNB,199013968.0
47,16860600.0,3470483788.0,status,1512549570,242604169.0,,Status,0.55,-4.51,23.69,5.59e-06,0.069905,48,SNT,6804870174.0
48,35644800.0,351089370.0,power-ledger,1512549582,233054177.0,,Power Ledger,2.05,-6.72,11.15,5.305e-05,0.663803,49,POWR,1000000000.0
49,19655100.0,24898178.0,walton,1512549579,219556117.0,100000000.0,Walton,0.72,-11.92,53.09,0.00070476,8.81816,50,WTC,70000000.0
50,7980280.0,8745102.0,factom,1512549551,214865407.0,,Factom,0.39,-2.74,0.83,0.00196365,24.5698,51,FCT,8745102.0
51,2261810.0,2000000.0,digixdao,1512549554,212642000.0,,DigixDAO,-0.06,-11.71,-4.99,0.00849734,106.321,52,DGD,2000000.0
52,20290700.0,529352682.0,syscoin,1512549546,207670351.0,888000000.0,Syscoin,0.79,1.56,33.43,3.135e-05,0.39231,53,SYS,529352682.0
53,9092010.0,1000000000.0,basic-attention-token,1512549567,196173000.0,,Basic Attention Token,-1.39,-5.5,0.59,1.568e-05,0.196173,54,BAT,1500000000.0
54,40779100.0,60522560.0,santiment,1512549574,195558680.0,,Santiment Network Token,-0.33,25.24,163.78,0.00025824,3.23117,55,SAN,83337000.0
55,1526040.0,24798538.0,exchange-union,1512549581,186157168.0,,Exchange Union,3.7,3.52,-18.61,0.00059995,7.50678,56,XUC,3000000000.0
56,118174.0,1288862.0,bitcoindark,1512549548,182367555.0,,BitcoinDark,-0.49,-6.33,0.89,0.0113085,141.495,57,BTCD,1288862.0
57,18591500.0,134132697.0,kyber-network,1512549577,177107472.0,,Kyber Network,-1.32,-9.24,14.04,0.00010553,1.32039,58,KNC,215625349.0
58,976927.0,645222.0,byteball,1512549561,176306281.0,,Byteball Bytes,1.7,-2.78,0.04,0.0218385,273.249,59,GBYTE,1000000.0
59,193561.0,44997423.0,cryptonex,1512549579,174590449.0,210000000.0,Cryptonex,-0.12,11.47,62.62,0.0003101,3.88001,60,CNX,106435048.0
60,20608000.0,3592264.0,zcoin,1512549559,172498713.0,,ZCoin,1.19,20.4,11.6,0.0038378,48.0195,61,XZC,3592264.0
61,5993600.0,987000000.0,bytom,1512549573,170404563.0,,Bytom,8.92,36.11,40.65,1.38e-05,0.172649,62,BTM,1407000000.0
62,23182100.0,277162633.0,vechain,1512549575,166675353.0,,VeChain,2.45,17.02,124.1,4.806e-05,0.601363,63,VEN,867162633.0
63,1771040.0,8597035.0,gas,1512549571,165337325.0,100000000.0,Gas,-0.77,-8.81,-6.76,0.00153704,19.2319,64,GAS,11822072.0
64,1568200.0,99788314.0,iconomi,1512549560,154307660.0,,Iconomi,-1.04,-4.75,3.25,0.00012359,1.54635,65,ICN,99788314.0
65,1242170.0,171964583.0,pura,1512549549,149006967.0,350000000.0,Pura,0.94,37.75,42.46,6.925e-05,0.866498,66,PURA,178747077.0
66,13838000.0,65748192475.0,tron,1512549576,148853908.0,,TRON,-0.54,5.53,-7.85,1.8e-07,0.002264,67,TRX,100000000000.0
67,10888200.0,9509330038.0,digibyte,1512549542,142196816.0,,DigiByte,1.62,-4.95,13.21,1.2e-06,0.0149534,68,DGB,9509330038.0
68,4409070.0,1104590.0,gnosis-gno,1512549567,141235087.0,,Gnosis,0.57,-8.57,13.35,0.010219,127.862,69,GNO,10000000.0
69,12576900.0,50148936.0,raiden-network-token,1512549585,139995268.0,,Raiden Network Token,-4.96,-14.16,-29.9,0.00022311,2.79159,70,RDN,100000000.0
70,3974270.0,64355352.0,gamecredits,1512549547,134581199.0,,GameCredits,-0.69,-6.22,-0.34,0.00016713,2.09122,71,GAME,64355352.0
71,996580.0,233020472.0,aeternity,1512549567,133369500.0,,Aeternity,-0.88,-7.03,0.52,4.574e-05,0.572351,72,AE,273685830.0
72,118313000.0,10722876.0,monaco,1512549571,128197347.0,,Monaco,-0.46,-13.84,71.89,0.0009555,11.9555,73,MCO,31587682.0
73,2182070.0,4249873622.0,funfair,1512549570,128046142.0,,FunFair,-0.32,-7.51,4.43,2.41e-06,0.0301294,74,FUN,10999873621.0
74,7877240.0,342700000.0,civic,1512549577,124200306.0,,Civic,1.48,-12.84,7.18,2.896e-05,0.362417,75,CVC,1000000000.0
75,1260370.0,4914936.0,blocknet,1512549547,116844240.0,,Blocknet,0.14,-8.76,0.64,0.0019,23.7733,76,BLOCK,4914936.0
76,20307300.0,62126977.0,nav-coin,1512549544,113842716.0,,NAV Coin,7.15,32.6,60.99,0.00014645,1.83242,77,NAV,62126977.0
77,10565200.0,19300994.0,metal,1512549571,113436381.0,,Metal,-0.66,-11.57,8.17,0.00046972,5.87723,78,MTL,66588888.0
78,4825940.0,500000000.0,0x,1512549574,112709000.0,,0x,1.0,1.03,2.62,1.802e-05,0.225418,79,ZRX,1000000000.0
79,381271.0,3000000.0,minexcoin,1512549582,112591500.0,19000000.0,MinexCoin,0.17,-15.06,39.11,0.0029995,37.5305,80,MNX,6000000.0
80,12486600.0,677154514.0,streamr-datacoin,1512549585,112114441.0,,Streamr DATAcoin,10.8,59.24,38.07,1.323e-05,0.165567,81,DATA,987154514.0
81,1311550.0,75166627.0,ethos,1512549572,110553572.0,,Ethos,-2.42,-4.9,-3.88,0.00011755,1.47078,82,ETHOS,222295208.0
82,7993420.0,40772871.0,bancor,1512549570,109290864.0,,Bancor,0.74,-7.5,-0.61,0.00021423,2.68048,83,BNT,79384422.0
83,5540060.0,14350693776.0,verge,1512549547,107929559.0,16555000000.0,Verge,-0.85,-5.26,19.36,6e-07,0.00752086,84,XVG,14350693776.0
84,12939000.0,350000000.0,chainlink,1512549577,105619850.0,,ChainLink,3.21,31.29,79.22,2.412e-05,0.301771,85,LINK,1000000000.0
85,13740900.0,82046288.0,edgeless,1512549566,103099366.0,,Edgeless,4.32,-15.06,55.75,0.00010043,1.2566,86,EDG,132046997.0
86,6677970.0,40510000.0,gxshares,1512549571,101888727.0,100000000.0,GXShares,-0.08,-8.29,-19.0,0.00020101,2.51515,87,GXS,100000000.0
87,11971700.0,105413683.0,storj,1512549570,101512007.0,,Storj,-0.57,-11.45,24.81,7.696e-05,0.962987,88,STORJ,424999998.0
88,131547000.0,211436247.0,yoyow,1512549575,99842099.0,1000000000.0,YOYOW,10.07,119.59,547.12,3.774e-05,0.472209,89,YOYOW,300000000.0
89,4763060.0,218891938.0,potcoin,1512549542,98917924.0,420000000.0,PotCoin,1.38,7.19,45.81,3.612e-05,0.451903,90,POT,218891938.0
90,6820380.0,54207428.0,nexus,1512549549,98455326.0,,Nexus,1.88,-5.97,30.48,0.00014516,1.81627,91,NXS,54207428.0
91,168837.0,6000000.0,skycoin,1512549565,93767400.0,100000000.0,Skycoin,4.76,9.85,82.61,0.00124901,15.6279,92,SKY,25000000.0
92,6100720.0,36570841.0,metaverse,1512549569,93117040.0,100000000.0,Metaverse ETP,-0.12,-9.86,-31.57,0.0002035,2.54621,93,ETP,55970841.0
93,3388500.0,600000000.0,singulardtv,1512549558,87779400.0,,SingularDTV,-2.0,-12.46,0.42,1.169e-05,0.146299,94,SNGLS,1000000000.0
94,5632550.0,226091449.0,substratum,1512549577,86691149.0,,Substratum,-1.23,0.48,9.55,3.064e-05,0.383434,95,SUB,352000000.0
95,3850610.0,39158175.0,ubiq,1512549546,85364039.0,,Ubiq,1.1,-4.61,17.7,0.00017423,2.17998,96,UBQ,39158175.0
96,3104980.0,2617465.0,counterparty,1512549542,82764258.0,,Counterparty,-1.66,18.03,16.33,0.00252712,31.62,97,XCP,2617465.0
97,3133850.0,300000000.0,achain,1512549575,82251300.0,1000000000.0,Achain,1.24,17.23,31.61,2.191e-05,0.274171,98,ACT,1000000000.0
98,94147.0,181963195.0,rchain,1512549578,81869245.0,1000000000.0,RChain,-0.12,22.41,85.89,3.596e-05,0.449922,99,RHOC,870663574.0
99,4178670.0,2455648.0,zencash,1512549570,81389749.0,21000000.0,ZenCash,-2.25,-8.47,0.42,0.00264892,33.1439,100,ZEN,2455648.0
100,6274400.0,68947284.0,groestlcoin,1512549544,81008922.0,105000000.0,Groestlcoin,-0.22,-9.25,77.18,9.39e-05,1.17494,101,GRS,68947284.0
101,9087530.0,60248315.0,adx-net,1512549571,80323656.0,100000000.0,AdEx,1.96,-8.37,-1.49,0.00010655,1.33321,102,ADX,100000000.0
102,112354.0,263386381.0,lykke,1512549560,76274589.0,,Lykke,0.02,-0.14,-12.14,2.314e-05,0.289592,103,LKK,1285690000.0
103,9663130.0,286170756.0,loopring,1512549576,75848986.0,,Loopring,-0.23,-13.58,20.81,2.118e-05,0.265048,104,LRC,1395076054.0
104,3830710.0,24491917.0,peercoin,1512549541,75332238.0,,Peercoin,-0.76,-11.85,-12.0,0.00024582,3.0758,105,PPC,24491917.0
105,836227.0,7795823.0,particl,1512549573,73167543.0,,Particl,-0.41,-0.25,3.03,0.0007501,9.38548,106,PART,8791823.0
106,4586080.0,1008037026.0,bitbay,1512549548,73000832.0,,BitBay,1.17,-14.3,3.57,5.79e-06,0.0724188,107,BAY,1008037026.0
107,17623600.0,617314171.0,quantstamp,1512549586,71588690.0,,Quantstamp,-1.48,-9.44,-8.44,9.27e-06,0.115968,108,QSP,976442388.0
108,11073400.0,2147483647.0,safe-exchange-coin,1512549553,71477705.0,2147483647.0,Safe Exchange Coin,8.61,78.58,185.76,2.66e-06,0.0332844,109,SAFEX,2147483647.0
109,14517600.0,485142647.0,ripio-credit-network,1512549587,66561571.0,,Ripio Credit Network,0.44,-9.11,5.16,1.097e-05,0.1372,110,RCN,999942647.0
110,34106.2,53193831.0,faircoin,1512549543,66557718.0,,FairCoin,-1.75,-3.45,12.47,0.0001,1.25123,111,FAIR,53193831.0
111,1662780.0,32527201.0,aragon,1512549566,66050385.0,,Aragon,-0.47,-10.66,-10.06,0.00016229,2.03062,112,ANT,39609524.0
112,362366.0,98028887.0,mobilego,1512549569,64120107.0,,MobileGo,0.07,-4.89,11.08,5.228e-05,0.654094,113,MGO,100000000.0
113,875033.0,52000000.0,quantum-resistant-ledger,1512549567,63984440.0,105000000.0,Quantum Resistant Ledger,0.68,-2.55,12.59,9.834e-05,1.23047,114,QRL,65000000.0
114,9643510.0,640739733.0,request-network,1512549581,62953191.0,,Request Network,1.32,-8.79,34.36,7.85e-06,0.0982508,115,REQ,999999999.0
115,932084.0,133248290.0,raiblocks,1512549563,62022948.0,133248290.0,RaiBlocks,5.55,21.19,108.56,3.72e-05,0.465469,116,XRB,133248290.0
116,1038040.0,184450000.0,revain,1512549583,60642918.0,484450000.0,Revain,-2.36,21.13,39.03,2.628e-05,0.328777,117,R,484450000.0
117,1188140.0,184038360.0,feathercoin,1512549541,59807314.0,336000000.0,Feathercoin,-0.43,-11.53,-8.73,2.597e-05,0.324972,118,FTC,184038360.0
118,994762.0,89708333.0,wings,1512549563,59136540.0,,Wings,-0.76,-0.75,9.59,5.269e-05,0.659209,119,WINGS,100000000.0
119,4441490.0,22915183.0,viacoin,1512549545,58001078.0,23000000.0,Viacoin,0.96,2.74,33.42,0.00020229,2.53112,120,VIA,22915183.0
120,3921120.0,2273755650.0,decentraland,1512549576,57634931.0,,Decentraland,-4.65,25.1,42.4,2.03e-06,0.0253479,121,MANA,2805886393.0
121,4958990.0,100000000.0,mercury,1512549565,56782700.0,,Mercury,0.49,2.8,162.61,4.538e-05,0.567827,122,MER,100000000.0
122,144026.0,261225880.0,cobinhood,1512549578,56467631.0,,Cobinhood,2.47,8.37,65.46,1.728e-05,0.216164,123,COB,1000000000.0
123,54252.3,3745253092.0,attention-token-of-media,1512549578,56219994.0,,ATMChain,-11.45,-14.05,-20.48,1.2e-06,0.015011,124,ATM,10000000000.0
124,21060.0,756097560976.0,kin,1512549580,54670390.0,,Kin,-0.18,10.34,17.62,6e-09,7.2306e-05,125,KIN,10000000000000.0
125,434278.0,16393936.0,iocoin,1512549547,53000285.0,,I/O Coin,-0.24,-3.33,-13.95,0.00025838,3.23292,126,IOC,16393936.0
126,912737.0,91043076.0,kucoin-shares,1512549581,52471675.0,,KuCoin Shares,6.4,-4.96,13.97,4.606e-05,0.576339,127,KCS,181043076.0
127,149236.0,82500000.0,paypie,1512549579,52337093.0,165000000.0,PayPie,-0.12,-8.08,-6.97,5.07e-05,0.634389,128,PPP,165000000.0
128,5888790.0,79070793.0,rlc,1512549568,52283664.0,,iExec RLC,4.07,-17.26,9.23,5.285e-05,0.661226,129,RLC,86999785.0
129,2021790.0,359600000.0,sonm,1512549568,52283323.0,,SONM,0.71,0.19,12.28,1.162e-05,0.145393,130,SNM,444000000.0
130,462552.0,12608697.0,neblio,1512549576,51113765.0,,Neblio,0.04,8.7,37.88,0.00032399,4.05385,131,NEBL,13342694.0
131,435186.0,14651140.0,aeon,1512549550,51111382.0,,Aeon,-4.76,-10.62,-10.76,0.00027881,3.48856,132,AEON,14651140.0
132,320977.0,4310598.0,open-trading-network,1512549580,50996530.0,100000000.0,Open Trading Network,1.36,-16.2,-38.72,0.00094552,11.8305,133,OTN,81686645.0
133,4018180.0,74836171.0,enigma-project,1512549579,50700758.0,,Enigma,9.51,1.82,35.92,5.415e-05,0.67749,134,ENG,150000000.0
134,744.054,443168182458.0,fedoracoin,1512549542,50670964.0,,FedoraCoin,1.32,833.01,92.1,9e-09,0.000114338,135,TIPS,443168182458.0
135,12967200.0,113139200.0,rise,1512549556,49700467.0,,Rise,1.34,-15.5,22.61,3.511e-05,0.439286,136,RISE,113139200.0
136,290374.0,41025654.0,emercoin,1512549546,49371503.0,,Emercoin,1.63,8.2,18.98,9.618e-05,1.20343,137,EMC,41025654.0
137,1630080.0,38295641.0,mcap,1512549567,48382713.0,,MCAP,-5.67,-9.24,145.42,0.00010097,1.2634,138,MCAP,100000000.0
138,1088880.0,92147500.0,trust,1512549565,46532737.0,100000000.0,WeTrust,6.22,5.98,21.89,4.036e-05,0.504981,139,TRST,100000000.0
139,28940100.0,103475722.0,global-currency-reserve,1512549551,46349880.0,,Global Currency Reserve,-2.72,88.88,197.22,3.58e-05,0.44793,140,GCR,103475722.0
140,546659.0,90889517.0,asch,1512549565,45750965.0,,Asch,-0.44,-3.79,-8.84,4.023e-05,0.503369,141,XAS,112389517.0
141,56048600.0,178250000.0,ink,1512549585,45281204.0,1000000000.0,Ink,-2.81,12.7,47.46,2.03e-05,0.254032,142,INK,1000000000.0
142,655732.0,599400.0,melon,1512549563,45098077.0,,Melon,0.63,-6.7,-7.44,0.0060132,75.2387,143,MLN,749400.0
143,1989690.0,325000000.0,cofound-it,1512549574,44642650.0,,Cofound.it,-1.12,-16.88,5.67,1.098e-05,0.137362,144,CFI,500000000.0
144,1974900.0,51306089.0,decent,1512549560,44616955.0,,DECENT,0.96,-14.89,2.92,6.95e-05,0.869623,145,DCT,73197775.0
145,88066.7,58703.0,jinn,1512549550,44186159.0,,Jinn,2.46,78.76,60.13,0.0601576,752.707,146,JINN,1000000.0
146,5377580.0,14736400.0,namecoin,1512549541,43735719.0,,Namecoin,-1.05,26.47,16.5,0.0002372,2.96787,147,NMC,14736400.0
147,1056210.0,701884009.0,pepe-cash,1512549558,42907363.0,,Pepe Cash,9.21,36.18,89.62,4.89e-06,0.0611317,148,PEPECASH,701884009.0
148,4821890.0,15949540.0,sibcoin,1512549550,42550501.0,,SIBCoin,7.89,3.54,48.59,0.00021322,2.66782,149,SIB,15949540.0
149,4099790.0,75614500.0,bitzeny,1512549549,42510623.0,,Bitzeny,12.23,416.04,3360.71,4.493e-05,0.562202,150,ZNY,75614500.0
150,4662470.0,560650080.0,coindash,1512549574,41893007.0,,CoinDash,1.44,51.38,81.47,5.97e-06,0.0747222,151,CDT,1000000000.0
151,1347500.0,42000000.0,agoras-tokens,1512549550,41389530.0,,Agoras Tokens,-0.21,-14.63,72.81,7.876e-05,0.985465,152,AGRS,42000000.0
152,639710.0,248536697.0,whitecoin,1512549544,40850734.0,,WhiteCoin,-0.12,29.44,133.56,1.314e-05,0.164365,153,XWC,248536697.0
153,4227430.0,150000000.0,airswap,1512549579,40587900.0,,AirSwap,-1.07,-2.2,11.43,2.163e-05,0.270586,154,AST,500000000.0
154,3551740.0,5124071.0,cloakcoin,1512549546,40424203.0,,CloakCoin,0.39,4.7,9.2,0.00063051,7.88908,155,CLOAK,5124071.0
155,1284800.0,28683781717.0,reddcoin,1512549543,39431595.0,,ReddCoin,3.1,-7.06,7.51,1.1e-07,0.0013747,156,RDD,28683781717.0
156,3121460.0,1132673199.0,time-new-bank,1512549587,39261738.0,,Time New Bank,1.0,6.33,25.45,2.77e-06,0.0346629,157,TNB,5541877892.0
157,1565280.0,85558371.0,firstblood,1512549558,38828699.0,,FirstBlood,1.01,-11.93,-7.66,3.627e-05,0.453827,158,1ST,93468691.0
158,4560800.0,17366200.0,modum,1512549580,38736525.0,27266200.0,Modum,0.26,-2.01,-13.65,0.00017827,2.23057,159,MOD,27266200.0
159,13153500.0,210000000.0,voxels,1512549560,38046330.0,210000000.0,Voxels,1.71,-13.78,129.0,1.448e-05,0.181173,160,VOX,210000000.0
160,1522760.0,1153170765.0,zeusshield,1512549579,37699805.0,,Zeusshield,0.4,-1.14,10.53,2.61e-06,0.0326923,161,ZSC,5642500000.0
161,8356220.0,422513667.0,tierion,1512549576,36619344.0,,Tierion,-0.89,-8.46,-2.94,6.93e-06,0.0866702,162,TNT,1000000000.0
162,2557520.0,113195885.0,library-credit,1512549556,36067378.0,,LBRY Credits,2.32,-14.17,8.39,2.547e-05,0.318628,163,LBC,505095888.0
163,11268500.0,73378359.0,okcash,1512549548,35574489.0,105000000.0,OKCash,0.84,-16.67,23.39,3.875e-05,0.484809,164,OK,73378359.0
164,424819.0,357477745.0,gulden,1512549543,35504296.0,,Gulden,-1.8,6.42,3.63,7.94e-06,0.0993189,165,NLG,459497900.0
165,313716.0,2544641.0,diamond,1512549541,35484513.0,,Diamond,-1.8,11.16,25.62,0.00111449,13.9448,166,DMD,2544641.0
166,77609.2,227384800.0,pillar,1512549573,35161876.0,,Pillar,-0.09,-5.08,2.42,1.236e-05,0.154636,167,PLR,800000000.0
167,517554.0,8146001.0,taas,1512549564,34692514.0,,TaaS,-0.08,3.0,-0.73,0.00034037,4.25884,168,TAAS,8146001.0
168,8258.24,816061.0,supernet-unity,1512549546,33695068.0,,SuperNET,2.46,-6.39,-17.98,0.00329996,41.2899,169,UNITY,816061.0
169,1227850.0,18109309.0,ion,1512549555,32889222.0,,ION,-2.91,5.17,17.75,0.00014515,1.81615,170,ION,24009309.0
170,18832.4,39236491.0,grid,1512549583,32746972.0,,Grid+,-0.12,-3.27,-14.2,6.67e-05,0.834605,171,GRID,300000000.0
171,3994420.0,40000000.0,blocktix,1512549574,32201360.0,,Blocktix,-1.62,1.47,103.65,6.434e-05,0.805034,172,TIX,62500000.0
172,3008920.0,1808259.0,bitcore,1512549569,32101488.0,,Bitcore,-1.73,-21.11,-44.18,0.00141882,17.7527,173,BTX,16625338.0
173,3555600.0,32105578.0,triggers,1512549559,31755434.0,,Triggers,5.01,-5.06,-6.28,7.905e-05,0.989094,174,TRIG,32105578.0
174,8710120.0,10708403.0,eidoo,1512549579,31658430.0,,Eidoo,-4.27,34.64,30.64,0.00023628,2.95641,175,EDO,90708326.0
175,295379.0,204575065.0,nolimitcoin,1512549557,30881015.0,,NoLimitCoin,3.32,-6.69,-31.0,1.206e-05,0.150952,176,NLC2,204575065.0
176,7723090.0,75000000.0,guppy,1512549565,30879750.0,,Matchpool,0.31,-9.37,98.81,3.291e-05,0.41173,177,GUP,98855150.0
177,1137310.0,11476063.0,shift,1512549551,30492587.0,,Shift,1.76,3.48,21.25,0.00021236,2.65706,178,SHIFT,11476063.0
178,1334840.0,1296779.0,numeraire,1512549569,30402594.0,21000000.0,Numeraire,-0.27,-14.65,40.77,0.00187374,23.4447,179,NMR,2296779.0
179,1051360.0,68000000.0,centra,1512549574,30158680.0,,Centra,1.09,-10.28,-13.47,3.545e-05,0.44351,180,CTR,98272765.0
180,41632.1,10720038.0,boolberry,1512549545,30045587.0,18450000.0,Boolberry,0.43,5.29,113.6,0.000224,2.80275,181,BBR,10720038.0
181,300703.0,1445976590.0,cindicator,1512549580,29978710.0,,Cindicator,0.68,-0.63,4.36,1.66e-06,0.0207325,182,CND,2000000005.0
182,1467040.0,76530743.0,blackcoin,1512549543,29847449.0,,BlackCoin,1.9,-5.0,16.37,3.117e-05,0.390006,183,BLK,76530743.0
