"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number"
"FT","2017-09-30","92.7","-2.6713","5.5234","Aaron Judge",592450,573186,"null","ball",,,,,"14","null","R","R","R","NYY","TOR","B","null","null",0,0,2017,"-0.8658","0.6994","1.3994","2.7947","null","null","null",0,4,"Bot","null","null",,,431145,,"170930_180224","12.0407","-134.1960","-2.6200","-12.6932","26.7085","-23.5622","4.1676","2.1160","null","null","null","91.5900","2208","5.7190",492513,573186,431145,475253,446381,518626,572365,485567,606192,430832,"54.7784","0.000","0.000","null","null","null","null","null",23,"1"
"SL","2017-09-30","87.7","-1.7543","5.3426","Aaron Judge",592450,573186,"strikeout","swinging_strike",,,,,"9","Aaron Judge strikes out swinging.  ","R","R","R","NYY","TOR","S","null","null",1,2,2017,"0.4909","-0.1425","0.7266","2.0812","null","null","458731.00",0,1,"Bot","null","null",,,431145,,"170930_171613","4.9360","-127.2126","-1.4115","4.1288","27.0801","-33.6391","3.8272","1.6673","null","null","null","86.2200","2621","5.5950",492513,573186,431145,475253,446381,518626,572365,485567,606192,430832,"54.9029","0.000","0.000","0.00",1,0,0,"null",5,"4"
"FT","2017-09-30","93.1","-1.7593","5.4793","Aaron Judge",592450,573186,"null","foul",,,,,"5","null","R","R","R","NYY","TOR","S","null","null",1,1,2017,"-1.1337","0.7069","-0.2241","2.7855","null","null","458731.00",0,1,"Bot","null","null",,,431145,,"170930_171544","6.2882","-135.1900","-2.6638","-14.9786","26.7925","-23.3032","3.8272","1.6673","11","55.1","-11.7327","92.4450","2165","5.8040",492513,573186,431145,475253,446381,518626,572365,485567,606192,430832,"54.6940","0.000","0.000","null","null","null","null",1,5,"3"
"FF","2017-09-30","92.5","-1.7694","5.4608","Aaron Judge",592450,573186,"null","called_strike",,,,,"7","null","R","R","R","NYY","TOR","S","null","null",1,0,2017,"-0.9652","1.0310","-0.4518","2.1249","null","null","458731.00",0,1,"Bot","null","null",,,431145,,"170930_171526","5.3066","-134.2955","-4.8177","-12.5060","27.3649","-19.2275","3.9688","1.8899","null","null","null","91.3580","2228","5.5840",492513,573186,431145,475253,446381,518626,572365,485567,606192,430832,"54.9131","0.000","0.000","null","null","null","null","null",5,"2"
"FT","2017-09-30","93.1","-1.7415","5.3937","Aaron Judge",592450,573186,"null","blocked_ball",,,,,"13","null","R","R","R","NYY","TOR","B","null","null",0,0,2017,"-1.4810","0.5529","-1.0921","1.9811","null","null","458731.00",0,1,"Bot","null","null",,,431145,,"170930_171502","4.7262","-135.3730","-4.1819","-18.7852","25.4481","-24.9258","4.0260","2.0216","null","null","null","92.3370","2091","5.5590",492513,573186,431145,475253,446381,518626,572365,485567,606192,430832,"54.9384","0.000","0.000","null","null","null","null","null",5,"1"
"SL","2017-09-29","87.7","2.6875","6.0648","Aaron Judge",592450,641835,"strikeout","swinging_strike",,,,,"13","Aaron Judge strikes out swinging.  ","R","R","L","NYY","TOR","S","null","null",2,2,2017,"-0.3233","0.6618","-0.6109","1.3937","null","null","null",0,8,"Bot","null","null",,,607257,,"170929_194445","-7.3242","-127.2577","-6.5121","-1.9734","27.0851","-23.7660","4.0320","2.0558","null","null","null","87.8150","2330","6.5890",492498,641835,607257,608701,572365,518626,620446,485567,606192,459431,"53.9086","0.000","0.000","0.00",1,0,0,"null",57,"5"
"SL","2017-09-29","86.8","2.7562","6.0191","Aaron Judge",592450,641835,"null","swinging_strike",,,,,"13","null","R","R","L","NYY","TOR","S","null","null",2,1,2017,"-0.0243","0.3037","-1.0671","2.1040","null","null","null",0,8,"Bot","null","null",,,607257,,"170929_194424","-9.0622","-125.6437","-3.6535","1.8166","28.7240","-28.3928","3.8234","1.9082","null","null","null","86.0160","2203","6.3580",492498,641835,607257,608701,572365,518626,620446,485567,606192,459431,"54.1391","0.000","0.000","null","null","null","null","null",57,"4"
"FF","2017-09-29","96.5","1.9773","6.6423","Aaron Judge",592450,641835,"null","ball",,,,,"14","null","R","R","L","NYY","TOR","B","null","null",1,1,2017,"0.7824","2.0639","0.4817","0.6194","null","null","null",0,8,"Bot","null","null",,,607257,,"170929_194410","-5.7495","-139.4355","-15.0476","11.5791","31.8715","-1.8634","3.8788","1.8313","null","null","null","96.2300","2250","6.5510",492498,641835,607257,608701,572365,518626,620446,485567,606192,459431,"53.9464","0.000","0.000","null","null","null","null","null",57,"3"
"SL","2017-09-29","84.1","2.8953","5.9358","Aaron Judge",592450,641835,"null","ball",,,,,"13","null","R","R","L","NYY","TOR","B","null","null",0,1,2017,"-0.6063","0.0967","-0.1721","1.1557","null","null","null",0,8,"Bot","null","null",,,607257,,"170929_194354","-5.9048","-122.1891","-4.8971","-4.9734","22.6803","-30.5060","3.9400","1.9333","null","null","null","84.0540","2294","6.2060",492498,641835,607257,608701,572365,518626,620446,485567,606192,459431,"54.2918","0.000","0.000","null","null","null","null","null",57,"2"
"SL","2017-09-29","86.2","2.6728","6.2795","Aaron Judge",592450,641835,"null","swinging_strike",,,,,"13","null","R","R","L","NYY","TOR","S","null","null",0,0,2017,"-0.2815","0.6582","-0.9247","1.9678","null","null","null",0,8,"Bot","null","null",,,607257,,"170929_194338","-7.9772","-125.0293","-5.3090","-1.3237","25.6532","-24.3751","4.0114","1.9740","null","null","null","86.1460","2267","6.4610",492498,641835,607257,608701,572365,518626,620446,485567,606192,459431,"54.0362","0.000","0.000","null","null","null","null","null",57,"1"
"FC","2017-09-29","90.3","-2.0209","6.7262","Aaron Judge",592450,607352,"single","hit_into_play_score",,,,,"5","Aaron Judge singles on a sharp ground ball to left fielder Ezequiel Carrera.   Aaron Hicks scores.  Aaron Judge out at 2nd on the throw, left fielder Ezequiel Carrera to catcher Raffy Lopez to first baseman Kendrys Morales.  ","R","R","R","NYY","TOR","X","null","ground_ball",2,1,2017,"-0.5719","0.8492","0.2107","3.0654","null","543305.00","null",2,5,"Bot","73.47","107.22",,,607257,,"170929_184423","6.6508","-130.9432","-4.8467","-7.8318","26.9673","-21.8181","3.7873","1.7701","108","116.0","4.5750","89.2630","2174","5.7770",492498,607352,607257,434778,572365,518626,620446,485567,606192,459431,"54.7203","0.679","0.661","0.90",1,1,0,5,37,"4"
"CH","2017-09-29","85.3","-1.8052","6.6580","Aaron Judge",592450,607352,"null","ball",,,,,"14","null","R","R","R","NYY","TOR","B","null","null",1,1,2017,"-1.5097","0.5056","0.6230","1.5859","null","543305.00","null",2,5,"Bot","null","null",,,607257,,"170929_184353","8.6826","-123.8046","-6.6627","-17.1371","21.7934","-25.9672","3.8177","1.8109","null","null","null","85.4420","1732","6.2520",492498,607352,607257,434778,572365,518626,620446,485567,606192,459431,"54.2453","0.000","0.000","null","null","null","null","null",37,"3"
"CU","2017-09-29","78.1","-1.8777","6.8865","Aaron Judge",592450,607352,"null","called_strike",,,,,"4","null","R","R","R","NYY","TOR","S","null","null",1,0,2017,"0.7391","-0.8996","-0.4476","2.9763","null","543305.00","null",2,5,"Bot","null","null",,,607257,,"170929_184327","1.7360","-113.1831","0.1999","5.6895","24.5011","-39.9114","3.7669","1.7190","null","null","null","75.9830","2911","5.3980",492498,607352,607257,434778,572365,518626,620446,485567,606192,459431,"55.0994","0.000","0.000","null","null","null","null","null",37,"2"
"CH","2017-09-29","85.4","-1.8826","6.6293","Aaron Judge",592450,607352,"null","ball",,,,,"14","null","R","R","R","NYY","TOR","B","null","null",0,0,2017,"-1.5895","0.7647","0.2201","1.2610","null","543305.00","null",2,5,"Bot","null","null",,,607257,,"170929_184305","8.0851","-123.8054","-7.8762","-17.8689","21.7226","-23.0698","3.9196","1.9129","null","null","null","85.4860","1724","6.2740",492498,607352,607257,434778,572365,518626,620446,485567,606192,459431,"54.2231","0.000","0.000","null","null","null","null","null",37,"1"
"FF","2017-09-29","93.5","-1.5557","6.9153","Aaron Judge",592450,607352,"field_out","hit_into_play",,,,,"8","Aaron Judge grounds out sharply, shortstop Richard Urena to first baseman Kendrys Morales.  ","R","R","R","NYY","TOR","X","6","ground_ball",3,2,2017,"-1.0939","1.2819","0.1728","1.9062","null","null","null",1,3,"Bot","100.94","143.11",,,607257,,"170929_175914","6.7121","-135.5672","-9.8146","-14.6491","26.6180","-14.8434","3.8484","1.8517","31","115.6","-3.0320","92.7270","1992","5.7940",492498,607352,607257,434778,572365,518626,620446,485567,606192,459431,"54.7032","0.507","0.477","0.00",1,0,0,4,21,"6"
"FF","2017-09-29","93.9","-1.6533","6.8607","Aaron Judge",592450,607352,"null","called_strike",,,,,"8","null","R","R","R","NYY","TOR","S","null","null",3,1,2017,"-1.3286","1.2776","0.0793","1.9088","null","null","null",1,3,"Bot","null","null",,,607257,,"170929_175842","7.2295","-136.0528","-9.7230","-17.6963","26.5716","-14.8338","3.9299","1.9229","null","null","null","92.9940","2093","5.7380",492498,607352,607257,434778,572365,518626,620446,485567,606192,459431,"54.7595","0.000","0.000","null","null","null","null","null",21,"5"
"FF","2017-09-29","93.6","-1.5739","6.8932","Aaron Judge",592450,607352,"null","ball",,,,,"14","null","R","R","R","NYY","TOR","B","null","null",2,1,2017,"-0.8033","1.7868","1.5300","0.6827","null","null","null",1,3,"Bot","null","null",,,607257,,"170929_175824","9.5910","-135.0592","-13.8825","-11.6688","27.1078","-7.9333","3.8992","2.0148","null","null","null","92.5100","2113","5.9230",492498,607352,607257,434778,572365,518626,620446,485567,606192,459431,"54.5750","0.000","0.000","null","null","null","null","null",21,"4"
"CH","2017-09-29","85.1","-1.9148","6.7054","Aaron Judge",592450,607352,"null","ball",,,,,"14","null","R","R","R","NYY","TOR","B","null","null",1,1,2017,"-1.5209","0.6230","0.7127","0.6256","null","null","null",1,3,"Bot","null","null",,,607257,,"170929_175804","9.2616","-123.1919","-9.2110","-17.4807","23.0270","-24.1850","3.8381","1.7905","null","null","null","85.5230","1808","6.7070",492498,607352,607257,434778,572365,518626,620446,485567,606192,459431,"53.7907","0.000","0.000","null","null","null","null","null",21,"3"
"FF","2017-09-29","93.7","-1.4771","6.9575","Aaron Judge",592450,607352,"null","ball",,,,,"14","null","R","R","R","NYY","TOR","B","null","null",0,1,2017,"-1.0417","1.4533","1.0276","2.1106","null","null","null",1,3,"Bot","null","null",,,607257,,"170929_175746","8.5839","-135.5952","-9.7774","-14.4003","26.6314","-12.7322","3.6547","1.8313","null","null","null","92.8010","2041","5.8260",492498,607352,607257,434778,572365,518626,620446,485567,606192,459431,"54.6714","0.000","0.000","null","null","null","null","null",21,"2"
"FF","2017-09-29","93.6","-1.6004","6.8520","Aaron Judge",592450,607352,"null","called_strike",,,,,"14","null","R","R","R","NYY","TOR","S","null","null",0,0,2017,"-1.0506","1.2810","0.3467","1.5267","null","null","null",1,3,"Bot","null","null",,,607257,,"170929_175723","7.2066","-135.6099","-10.6916","-14.2499","24.9510","-14.6475","3.8892","1.8210","null","null","null","93.1920","2037","5.9290",492498,607352,607257,434778,572365,518626,620446,485567,606192,459431,"54.5685","0.000","0.000","null","null","null","null","null",21,"1"
"FC","2017-09-29","91.1","-1.9699","6.7862","Aaron Judge",592450,607352,"walk","ball",,,,,"14","Aaron Judge walks.  ","R","R","R","NYY","TOR","B","null","null",3,1,2017,"-0.4373","0.8398","1.5775","2.2313","null","453056.00","null",1,1,"Bot","null","null",,,607257,,"170929_171945","9.7190","-132.0207","-7.2331","-6.9852","26.0569","-21.2333","3.7769","1.7090","null","null","null","90.4200","2094","5.9300",492498,607352,607257,434778,572365,518626,620446,485567,606192,459431,"54.5680","0.000","0.000","0.70",1,0,0,"null",6,"5"
"FF","2017-09-29","94.7","-1.5409","6.7788","Aaron Judge",592450,607352,"null","ball",,,,,"14","null","R","R","R","NYY","TOR","B","null","null",2,1,2017,"-1.2396","1.1404","1.0302","1.9989","null","null","453056.00",1,1,"Bot","null","null",,,607257,,"170929_171908","9.3843","-137.1842","-9.2817","-17.5429","26.9102","-16.1057","3.8788","1.9129","null","null","null","94.5670","2091","6.2000",492498,607352,607257,434778,572365,518626,620446,485567,606192,459431,"54.2980","0.000","0.000","null","null","null","null","null",6,"4"
"FC","2017-09-29","89.8","-1.9975","6.8267","Aaron Judge",592450,607352,"null","swinging_strike",,,,,"14","null","R","R","R","NYY","TOR","S","null","null",2,0,2017,"-0.1729","0.6836","1.1249","1.9500","null","null","453056.00",1,1,"Bot","null","null",,,607257,,"170929_171842","7.9897","-130.2322","-7.4401","-3.4660","24.7593","-23.2813","3.8497","1.8122","null","null","null","89.1260","2161","5.8380",492498,607352,607257,434778,572365,518626,620446,485567,606192,459431,"54.6593","0.000","0.000","null","null","null","null","null",6,"3"
"CH","2017-09-29","85.4","-1.7774","6.7887","Aaron Judge",592450,607352,"null","ball",,,,,"1","null","R","R","R","NYY","TOR","B","null","null",1,0,2017,"-1.2479","1.2290","-0.6014","3.8534","null","null","453056.00",1,1,"Bot","null","null",,,607257,,"170929_171821","5.1485","-124.0101","-3.0111","-13.6541","23.6187","-19.3507","3.9601","1.8922","null","null","null","84.6320","1744","5.7870",492498,607352,607257,434778,572365,518626,620446,485567,606192,459431,"54.7106","0.000","0.000","null","null","null","null","null",6,"2"
"FF","2017-09-29","94.6","-1.4590","6.9524","Aaron Judge",592450,607352,"null","blocked_ball",,,,,"14","null","R","R","R","NYY","TOR","B","null","null",0,0,2017,"-1.0978","1.7886","1.1774","0.0447","null","null","453056.00",1,1,"Bot","null","null",,,607257,,"170929_171755","9.1043","-136.2766","-15.8336","-15.4878","30.7345","-6.9600","4.0416","2.0349","null","null","null","92.8840","2130","5.8830",492498,607352,607257,434778,572365,518626,620446,485567,606192,459431,"54.6143","0.000","0.000","null","null","null","null","null",6,"1"
"CU","2017-09-28","81.2","-2.4590","5.8402","Aaron Judge",592450,475054,"field_out","hit_into_play",,,,,"5","Aaron Judge flies out to right fielder Mallex Smith.  ","R","R","R","NYY","TB","X","9","fly_ball",1,0,2017,"1.2856","0.1538","0.2036","2.6985","null","null","null",2,9,"Bot","152.40","117.24",,,467092,,"170929_023918","3.5104","-117.7502","-0.5482","10.8302","26.5927","-30.9398","3.8275","1.6677","208","75.6","52.5970","79.7930","2904","5.9330",492483,475054,467092,461858,621002,446334,588751,527049,488721,605480,"54.5650","0.059","0.064","0.00",1,0,0,3,80,"2"
"CU","2017-09-28","84.1","-2.4303","5.9413","Aaron Judge",592450,475054,"null","ball",,,,,"14","null","R","R","R","NYY","TB","B","null","null",0,0,2017,"1.3782","0.4496","1.4793","1.8844","null","null","null",2,9,"Bot","null","null",,,467092,,"170929_023856","6.2962","-121.6696","-3.6173","11.5899","28.8372","-27.3623","3.9292","1.9197","null","null","null","81.7170","2886","5.4710",492483,475054,467092,461858,621002,446334,588751,527049,488721,605480,"55.0270","0.000","0.000","null","null","null","null","null",80,"1"
"FF","2017-09-28","87.1","-2.9455","4.9728","Aaron Judge",592450,489265,"walk","ball",,,,,"14","Aaron Judge walks.  ","R","R","R","NYY","TB","B","null","null",3,2,2017,"-1.3180","1.3505","1.5503","2.3183","null","null","null",0,7,"Bot","null","null",,,467092,,"170929_015941","13.4921","-125.8543","-2.8934","-16.9087","26.1439","-17.3250","3.8377","1.8511","null","null","null","86.9150","2307","6.6020",492483,489265,467092,461858,621002,446334,588751,527049,488721,605480,"53.8954","0.000","0.000","0.70",1,0,0,"null",65,"6"
"SL","2017-09-28","77.0","-3.0838","4.8529","Aaron Judge",592450,489265,"null","ball",,,,,"13","null","R","R","R","NYY","TB","B","null","null",2,2,2017,"1.6398","0.8860","-1.6084","2.3093","null","null","null",0,7,"Bot","null","null",,,467092,,"170929_015915","0.2192","-111.7503","0.1021","13.3600","22.5502","-25.2182","3.9522","1.9656","null","null","null","75.8870","2930","5.8890",492483,489265,467092,461858,621002,446334,588751,527049,488721,605480,"54.6086","0.000","0.000","null","null","null","null","null",65,"5"
"SL","2017-09-28","78.1","-3.0903","4.8474","Aaron Judge",592450,489265,"null","ball",,,,,"14","null","R","R","R","NYY","TB","B","null","null",1,2,2017,"1.1275","0.5297","2.5099","0.7765","null","null","null",0,7,"Bot","null","null",,,467092,,"170929_015846","9.9210","-113.0679","-2.7279","7.6204","21.8158","-27.4103","3.8377","1.8282","null","null","null","77.2130","2714","6.0600",492483,489265,467092,461858,621002,446334,588751,527049,488721,605480,"54.4372","0.000","0.000","null","null","null","null","null",65,"4"
"SL","2017-09-28","75.9","-2.9692","4.9101","Aaron Judge",592450,489265,"null","foul",,,,,"6","null","R","R","R","NYY","TB","S","null","null",1,1,2017,"1.5443","0.8338","0.3330","2.4408","null","null","null",0,7,"Bot","null","null",,,467092,,"170929_015810","4.1664","-110.1790","0.5361","11.4027","21.4906","-25.9550","3.8284","1.6693","3","62.1","-44.4738","74.6440","3021","5.7080",492483,489265,467092,461858,621002,446334,588751,527049,488721,605480,"54.7893","0.000","0.000","null","null","null","null",2,65,"3"
"SL","2017-09-28","76.4","-2.9840","4.9168","Aaron Judge",592450,489265,"null","ball",,,,,"14","null","R","R","R","NYY","TB","B","null","null",0,1,2017,"1.5978","1.0961","0.1866","1.2711","null","null","null",0,7,"Bot","null","null",,,467092,,"170929_015751","3.8207","-110.8254","-2.4301","12.0421","22.5487","-23.1571","4.0215","1.9441","null","null","null","75.1780","2974","5.8720",492483,489265,467092,461858,621002,446334,588751,527049,488721,605480,"54.6261","0.000","0.000","null","null","null","null","null",65,"2"
"SL","2017-09-28","76.4","-3.1296","4.8120","Aaron Judge",592450,489265,"null","called_strike",,,,,"6","null","R","R","R","NYY","TB","S","null","null",0,0,2017,"1.4388","0.7487","0.6374","2.7686","null","null","null",0,7,"Bot","null","null",,,467092,,"170929_015731","5.3496","-110.9244","1.4108","10.6893","19.8606","-26.6101","4.0108","1.9528","null","null","null","75.5440","2816","5.7810",492483,489265,467092,461858,621002,446334,588751,527049,488721,605480,"54.7168","0.000","0.000","null","null","null","null","null",65,"1"
"FF","2017-09-28","94.8","-1.8134","6.1121","Aaron Judge",592450,488984,"strikeout","called_strike",,,,,"9","Aaron Judge called out on strikes.  ","R","R","R","NYY","TB","S","null","null",1,2,2017,"-0.3343","0.6668","0.7765","2.1961","null","null","458731.00",0,5,"Bot","null","null",,,467092,,"170929_010828","7.5224","-137.6353","-6.0907","-5.8212","27.9115","-22.5620","3.9649","1.9069","null","null","null","95.2540","2413","6.4750",492483,488984,467092,446263,621002,446334,588751,527049,488721,605480,"54.0229","0.000","0.000","0.00",1,0,0,"null",48,"4"
"CU","2017-09-28","84.9","-1.7833","6.0833","Aaron Judge",592450,488984,"null","blocked_ball",,,,,"14","null","R","R","R","NYY","TB","B","null","null",0,2,2017,"0.7996","-0.3156","1.1804","0.7817","null","null","458731.00",0,5,"Bot","null","null",,,467092,,"170929_010802","5.3273","-123.3360","-5.4106","6.9834","24.7419","-34.5019","3.9292","1.9197","null","null","null","84.2720","2640","5.9820",492483,488984,467092,446263,621002,446334,588751,527049,488721,605480,"54.5158","0.000","0.000","null","null","null","null","null",48,"3"
"FF","2017-09-28","94.6","-1.9208","6.1619","Aaron Judge",592450,488984,"null","called_strike",,,,,"9","null","R","R","R","NYY","TB","S","null","null",0,1,2017,"-0.3442","0.9892","0.6836","2.3798","null","null","458731.00",0,5,"Bot","null","null",,,467092,,"170929_010738","7.5001","-137.1918","-6.3254","-5.8922","28.4978","-18.6130","3.9649","1.9069","null","null","null","94.2750","2560","6.1390",492483,488984,467092,446263,621002,446334,588751,527049,488721,605480,"54.3581","0.000","0.000","null","null","null","null","null",48,"2"
"CU","2017-09-28","84.8","-2.0525","6.0962","Aaron Judge",592450,488984,"null","called_strike",,,,,"8","null","R","R","R","NYY","TB","S","null","null",0,0,2017,"0.7260","-0.3363","0.2603","2.2948","null","null","458731.00",0,5,"Bot","null","null",,,467092,,"170929_010720","3.9586","-123.3065","-1.9290","6.6172","22.7767","-35.4388","3.9649","1.8840","null","null","null","84.5110","2880","5.9750",492483,488984,467092,446263,621002,446334,588751,527049,488721,605480,"54.5226","0.000","0.000","null","null","null","null","null",48,"1"
"SL","2017-09-28","83.8","-1.7719","6.2923","Aaron Judge",592450,607188,"field_out","hit_into_play",,,,,"5","Aaron Judge flies out sharply to center fielder Peter Bourjos.  ","R","R","R","NYY","TB","X","8","fly_ball",0,2,2017,"0.2067","0.5529","0.0283","2.9544","null","null","458731.00",2,2,"Bot","143.10","79.40",,,467092,,"170929_000106","3.7161","-121.7290","-2.3365","1.2951","23.5760","-26.5761","3.8277","1.6678","287","105.6","52.3890","82.8900","1962","5.7410",492483,607188,467092,446263,621002,446334,588751,527049,488721,605480,"54.7564","0.016","0.022","0.00",1,0,0,3,21,"3"
