"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number"
"FF","2017-10-01","94.8","1.1614","6.1699","Giancarlo Stanton",519317,608331,"null","foul",,,,,"5","null","R","R","L","MIA","ATL","S","null","null",1,1,2017,"0.0815","1.0089","-0.0757","2.8868","489138.00","null","543829.00",0,5,"Bot","null","null",,,435559,,"171001_204441","-3.4169","-137.8797","-5.1943","1.7601","28.8799","-18.3563","3.6340","1.6044","null","null","null","95.1220","2187","6.3650",492515,608331,435559,518692,645277,547004,621020,607054,572669,455976,"54.1326","0.000","0.000","null","null","null","null","null",43,"3"
"FF","2017-10-01","96.0","1.1800","5.9571","Giancarlo Stanton",519317,608331,"null","ball",,,,,"12","null","R","R","L","MIA","ATL","B","null","null",0,1,2017,"0.7505","0.9258","1.6121","3.0498","489138.00","null","543829.00",0,5,"Bot","null","null",,,435559,,"171001_204421","-0.5580","-139.6925","-4.2407","10.0372","30.3389","-19.2186","3.6533","1.7110","null","null","null","96.5810","2144","6.5320",492515,608331,435559,518692,645277,547004,621020,607054,572669,455976,"53.9661","0.000","0.000","null","null","null","null","null",43,"2"
"FF","2017-10-01","93.8","1.2241","6.0365","Giancarlo Stanton",519317,608331,"null","swinging_strike",,,,,"12","null","R","R","L","MIA","ATL","S","null","null",0,0,2017,"0.6234","1.1534","1.1584","3.6564","489138.00","null","543829.00",0,5,"Bot","null","null",,,435559,,"171001_204404","-1.5494","-136.4563","-2.9964","8.1636","29.5552","-17.2461","3.6340","1.6044","null","null","null","94.1470","2028","6.4620",492515,608331,435559,518692,645277,547004,621020,607054,572669,455976,"54.0361","0.000","0.000","null","null","null","null","null",43,"1"
"FF","2017-10-01","95.8","1.1448","6.0018","Giancarlo Stanton",519317,608331,"single","hit_into_play_no_out",,,,,"6","Giancarlo Stanton singles on a ground ball to center fielder Lane Adams.  ","R","R","L","MIA","ATL","X","null","ground_ball",3,0,2017,"0.7559","0.6731","0.4895","2.4450","null","null","null",2,3,"Bot","161.72","71.67",,,435559,,"171001_200552","-3.4346","-139.3108","-5.3458","10.6276","28.9935","-22.4311","3.6340","1.6044","26","122.2","-3.9010","96.2250","2100","6.3970",492515,608331,435559,518692,645277,547004,621020,607054,572669,455976,"54.1010","0.460","0.461","0.90",1,1,0,4,26,"4"
"FF","2017-10-01","96.9","1.2468","6.0019","Giancarlo Stanton",519317,608331,"null","ball",,,,,"14","null","R","R","L","MIA","ATL","B","null","null",2,0,2017,"0.6751","1.0104","1.1265","2.0399","null","null","null",2,3,"Bot","null","null",,,435559,,"171001_200531","-1.8539","-140.7719","-7.3422","9.4105","30.8460","-17.2941","3.6533","1.7304","null","null","null","97.0280","2165","6.3660",492515,608331,435559,518692,645277,547004,621020,607054,572669,455976,"54.1323","0.000","0.000","null","null","null","null","null",26,"3"
"CH","2017-10-01","86.6","1.9160","5.5549","Giancarlo Stanton",519317,608331,"null","ball",,,,,"14","null","R","R","L","MIA","ATL","B","null","null",1,0,2017,"1.2593","0.6496","0.2247","0.9930","null","null","null",2,3,"Bot","null","null",,,435559,,"171001_200515","-6.6786","-125.7181","-6.0537","14.8966","25.0581","-24.1596","3.6436","1.7013","null","null","null","87.2200","1381","6.7660",492515,608331,435559,518692,645277,547004,621020,607054,572669,455976,"53.7323","0.000","0.000","null","null","null","null","null",26,"2"
"FF","2017-10-01","96.0","1.1938","6.0968","Giancarlo Stanton",519317,608331,"null","ball",,,,,"12","null","R","R","L","MIA","ATL","B","null","null",0,0,2017,"0.5590","1.1461","1.2098","4.3370","null","null","null",2,3,"Bot","null","null",,,435559,,"171001_200500","-1.2166","-139.5853","-1.6553","7.5951","30.7696","-16.9938","3.7405","1.7594","null","null","null","96.1850","2064","6.3810",492515,608331,435559,518692,645277,547004,621020,607054,572669,455976,"54.1164","0.000","0.000","null","null","null","null","null",26,"1"
"CU","2017-10-01","77.5","1.2802","6.0774","Giancarlo Stanton",519317,608331,"strikeout","swinging_strike",,,,,"13","Giancarlo Stanton strikes out swinging.  ","R","R","L","MIA","ATL","S","null","null",1,2,2017,"-0.9564","-1.3313","-0.5017","1.3786","null","null","null",0,1,"Bot","null","null",,,435559,,"171001_192117","-2.0653","-112.6988","-0.5462","-7.5998","24.5767","-43.5123","3.6340","1.6044","null","null","null","77.0260","2640","6.4410",492515,608331,435559,518692,645277,547004,621020,607054,572669,455976,"54.0571","0.000","0.000","0.00",1,0,0,"null",5,"4"
"FF","2017-10-01","95.0","1.2051","5.8999","Giancarlo Stanton",519317,608331,"null","swinging_strike",,,,,"3","null","R","R","L","MIA","ATL","S","null","null",1,1,2017,"0.6720","0.8176","0.5466","3.4818","null","null","null",0,1,"Bot","null","null",,,435559,,"171001_192054","-3.2382","-138.1801","-2.5616","9.3703","28.3817","-21.2464","3.6340","1.6044","null","null","null","95.6470","2095","6.5010",492515,608331,435559,518692,645277,547004,621020,607054,572669,455976,"53.9964","0.000","0.000","null","null","null","null","null",5,"3"
"FF","2017-10-01","95.0","1.2054","6.0647","Giancarlo Stanton",519317,608331,"null","called_strike",,,,,"9","null","R","R","L","MIA","ATL","S","null","null",1,0,2017,"0.2998","1.0996","0.5261","1.7865","null","null","null",0,1,"Bot","null","null",,,435559,,"171001_192040","-2.4541","-138.1162","-8.0702","4.3757","27.9906","-16.5058","3.6146","1.7401","null","null","null","95.5730","2064","6.4590",492515,608331,435559,518692,645277,547004,621020,607054,572669,455976,"54.0388","0.000","0.000","null","null","null","null","null",5,"2"
"FF","2017-10-01","94.8","1.3191","6.0727","Giancarlo Stanton",519317,608331,"null","ball",,,,,"12","null","R","R","L","MIA","ATL","B","null","null",0,0,2017,"0.3836","1.4465","0.8950","3.3172","null","null","null",0,1,"Bot","null","null",,,435559,,"171001_192025","-1.9575","-137.8374","-4.7709","5.3154","28.9152","-12.8810","3.6436","1.7304","null","null","null","95.0030","2052","6.3160",492515,608331,435559,518692,645277,547004,621020,607054,572669,455976,"54.1824","0.000","0.000","null","null","null","null","null",5,"1"
"FT","2017-09-30","95.2","-0.8190","7.0139","Giancarlo Stanton",519317,462382,"strikeout","called_strike",,,,,"9","Giancarlo Stanton called out on strikes.  ","R","R","R","MIA","ATL","S","null","null",1,2,2017,"-1.3113","1.2292","0.5954","1.9066","null","null","null",1,7,"Bot","null","null",,,452095,,"171001_013755","6.4971","-137.7101","-10.2294","-17.8766","32.4945","-14.6929","3.7174","1.6451","null","null","null","93.7240","2250","5.8830",492500,462382,452095,518692,645277,547004,621020,607054,572669,455976,"54.6147","0.000","0.000","0.00",1,0,0,"null",66,"4"
"CU","2017-09-30","79.5","-1.5515","6.9308","Giancarlo Stanton",519317,462382,"null","foul",,,,,"8","null","R","R","R","MIA","ATL","S","null","null",1,1,2017,"0.6495","-1.0028","-0.2369","2.2228","null","null","null",1,7,"Bot","null","null",,,452095,,"171001_013728","1.6791","-115.3093","-1.6138","5.1522","24.5834","-40.6512","3.6322","1.6025","253","116.7","14.0677","77.2530","2233","5.1940",492500,462382,452095,518692,645277,547004,621020,607054,572669,455976,"55.3042","0.000","0.000","null","null","null","null",6,66,"3"
"FT","2017-09-30","93.7","-1.2062","7.1003","Giancarlo Stanton",519317,462382,"null","swinging_strike",,,,,"11","null","R","R","R","MIA","ATL","S","null","null",1,0,2017,"-1.2395","1.0419","-1.3194","2.7615","null","null","null",1,7,"Bot","null","null",,,452095,,"171001_013709","2.3123","-135.8286","-7.5112","-15.4214","31.5820","-18.1852","3.6322","1.6025","null","null","null","91.9740","2181","5.5950",492500,462382,452095,518692,645277,547004,621020,607054,572669,455976,"54.9033","0.000","0.000","null","null","null","null","null",66,"2"
"FT","2017-09-30","93.0","-0.8584","7.1012","Giancarlo Stanton",519317,462382,"null","ball",,,,,"14","null","R","R","R","MIA","ATL","B","null","null",0,0,2017,"-1.3533","0.9385","1.1123","2.1937","null","null","null",1,7,"Bot","null","null",,,452095,,"171001_013656","7.7950","-134.5498","-8.5983","-17.7727","29.5376","-19.3988","3.8025","1.7303","null","null","null","91.4630","2185","5.7010",492500,462382,452095,518692,645277,547004,621020,607054,572669,455976,"54.7965","0.000","0.000","null","null","null","null","null",66,"1"
"FF","2017-09-30","94.8","-2.0615","6.4414","Giancarlo Stanton",519317,592426,"single","hit_into_play_score",,,,,"5","Giancarlo Stanton singles on a ground ball to right fielder Nick Markakis.   Miguel Rojas scores.  Dee Gordon to 3rd.    Giancarlo Stanton out at 2nd on the throw, right fielder Nick Markakis to third baseman Rio Ruiz to second baseman Ozzie Albies.  ","R","R","R","MIA","ATL","X","null","ground_ball",0,1,2017,"-0.5559","1.3379","0.2434","2.7347","null","500743.00","543829.00",1,5,"Bot","167.78","105.59",,,452095,,"171001_005334","7.2411","-137.4802","-6.9593","-8.6307","29.7923","-13.8802","3.6322","1.6025","35","112.4","-2.8960","94.6840","2180","6.3490",492500,592426,452095,518692,645277,547004,621020,607054,572669,455976,"54.1489","0.519","0.487","0.90",1,1,0,4,47,"2"
"FF","2017-09-30","94.2","-1.8717","6.5221","Giancarlo Stanton",519317,592426,"null","foul",,,,,"3","null","R","R","R","MIA","ATL","S","null","null",0,0,2017,"-0.4160","1.5813","0.4826","3.3953","null","500743.00","543829.00",1,5,"Bot","null","null",,,452095,,"171001_005303","7.0502","-136.8275","-5.9515","-6.7506","28.7210","-11.0840","3.6322","1.6025","231","77.8","42.6684","94.5850","2120","6.4950",492500,592426,452095,518692,645277,547004,621020,607054,572669,455976,"54.0031","0.000","0.000","null","null","null","null",3,47,"1"
"FF","2017-09-30","94.8","-1.7904","6.4383","Giancarlo Stanton",519317,592426,"strikeout","swinging_strike",,,,,"5","Giancarlo Stanton strikes out swinging.  ","R","R","R","MIA","ATL","S","null","null",3,2,2017,"-0.2819","1.5855","0.1631","2.8776","null","543829.00","null",2,3,"Bot","null","null",,,452095,,"171001_002233","5.7630","-137.3729","-7.1384","-5.0093","33.9579","-10.4656","3.6323","1.6025","null","null","null","94.7210","2072","6.7240",492500,592426,452095,518692,645277,547004,621020,607054,572669,455976,"53.7740","0.000","0.000","0.00",1,0,0,"null",32,"7"
"SL","2017-09-30","86.2","-2.2799","6.3270","Giancarlo Stanton",519317,592426,"null","foul",,,,,"11","null","R","R","R","MIA","ATL","S","null","null",3,2,2017,"-0.0257","-0.2817","-1.0041","3.2250","null","543829.00","null",2,3,"Bot","null","null",,,452095,,"171001_002205","3.0831","-125.3171","-0.5656","-0.8975","25.4796","-35.2407","3.6323","1.6025","114","63.3","18.6041","86.1810","2026","6.3350",492500,592426,452095,518692,645277,547004,621020,607054,572669,455976,"54.1634","0.000","0.000","null","null","null","null",2,32,"6"
"SL","2017-09-30","87.1","-2.1089","6.2980","Giancarlo Stanton",519317,592426,"null","ball",,,,,"14","null","R","R","R","MIA","ATL","B","null","null",2,2,2017,"0.1532","-0.1592","1.1266","1.3201","null","543829.00","null",2,3,"Bot","null","null",,,452095,,"171001_002141","7.4317","-126.2781","-5.3504","-0.0347","28.2098","-32.9048","3.7600","1.6877","null","null","null","86.4920","2102","6.3170",492500,592426,452095,518692,645277,547004,621020,607054,572669,455976,"54.1811","0.000","0.000","null","null","null","null","null",32,"5"
"SL","2017-09-30","87.1","-2.0836","6.3198","Giancarlo Stanton",519317,592426,"null","ball",,,,,"14","null","R","R","R","MIA","ATL","B","null","null",1,2,2017,"-0.1518","-0.1149","0.6748","1.2882","null","543829.00","null",2,3,"Bot","null","null",,,452095,,"171001_002117","6.9245","-126.4027","-5.6338","-3.0735","26.4302","-32.4450","3.8026","1.7303","null","null","null","86.9120","2222","6.3680",492500,592426,452095,518692,645277,547004,621020,607054,572669,455976,"54.1296","0.000","0.000","null","null","null","null","null",32,"4"
"SL","2017-09-30","87.1","-1.9379","6.3769","Giancarlo Stanton",519317,592426,"null","blocked_ball",,,,,"14","null","R","R","R","MIA","ATL","B","null","null",0,2,2017,"0.0186","-0.1975","0.2884","0.2534","null","null","543829.00",2,3,"Bot","null","null",,,452095,,"171001_002006","5.2913","-126.5090","-8.1190","-0.8375","24.7990","-32.9129","3.7600","1.7303","null","null","null","86.9970","2284","6.2320",492500,592426,452095,518692,645277,547004,621020,607054,572669,455976,"54.2663","0.000","0.000","null","null","null","null","null",32,"3"
"FF","2017-09-30","94.4","-1.7181","6.6307","Giancarlo Stanton",519317,592426,"null","called_strike",,,,,"9","null","R","R","R","MIA","ATL","S","null","null",0,1,2017,"-0.5225","1.8716","0.7734","2.2002","null","null","543829.00",2,3,"Bot","null","null",,,452095,,"171001_001945","7.5688","-136.5626","-9.7840","-8.2347","31.8555","-6.9565","3.8026","1.7303","null","null","null","93.4360","2092","6.1690",492500,592426,452095,518692,645277,547004,621020,607054,572669,455976,"54.3292","0.000","0.000","null","null","null","null","null",32,"2"
"FF","2017-09-30","94.7","-2.1411","6.4005","Giancarlo Stanton",519317,592426,"null","called_strike",,,,,"7","null","R","R","R","MIA","ATL","S","null","null",0,0,2017,"-0.5149","1.6153","-0.6645","1.8809","null","null","543829.00",2,3,"Bot","null","null",,,452095,,"171001_001924","4.9903","-137.2795","-9.6562","-7.6404","31.0239","-9.7769","3.8452","1.7303","null","null","null","94.4720","2172","6.4020",492500,592426,452095,518692,645277,547004,621020,607054,572669,455976,"54.0956","0.000","0.000","null","null","null","null","null",32,"1"
"SL","2017-09-30","86.7","-3.2610","5.4898","Giancarlo Stanton",519317,608371,"field_out","hit_into_play",,,,,"6","Giancarlo Stanton grounds out, second baseman Ozzie Albies to first baseman Freddie Freeman.  ","R","R","R","MIA","ATL","X","4","ground_ball",3,2,2017,"0.5950","0.2726","0.7998","2.3872","null","543829.00","null",0,2,"Bot","116.90","147.99",,,452095,,"170930_235546","8.3462","-125.7048","-1.7337","4.5396","23.5069","-29.3070","3.6322","1.6025","11","80.5","-10.9450","85.0050","2511","5.2110",492500,608371,452095,518692,645277,547004,621020,607054,572669,455976,"55.2868","0.090","0.085","0.00",1,0,0,2,20,"7"
"FT","2017-09-30","94.2","-2.9525","5.8301","Giancarlo Stanton",519317,608371,"null","foul",,,,,"12","null","R","R","R","MIA","ATL","S","null","null",3,2,2017,"-0.9661","1.0519","1.0363","3.0657","null","543829.00","null",0,2,"Bot","null","null",,,452095,,"170930_235516","12.1288","-136.2597","-3.5959","-14.2620","29.2083","-18.9638","3.6322","1.6025","null","null","null","92.2300","2422","5.3810",492500,608371,452095,518692,645277,547004,621020,607054,572669,455976,"55.1172","0.000","0.000","null","null","null","null","null",20,"6"
"CH","2017-09-30","85.7","-2.1794","5.6941","Giancarlo Stanton",519317,608371,"null","swinging_strike",,,,,"8","null","R","R","R","MIA","ATL","S","null","null",3,1,2017,"-1.2987","0.4022","-0.0430","1.4914","null","543829.00","null",0,2,"Bot","null","null",,,452095,,"170930_235448","7.3950","-124.0919","-4.2913","-14.4706","25.4198","-27.5529","3.6322","1.6025","null","null","null","83.8290","1640","5.3780",492500,608371,452095,518692,645277,547004,621020,607054,572669,455976,"55.1194","0.000","0.000","null","null","null","null","null",20,"5"
"FT","2017-09-30","93.6","-2.2184","5.7296","Giancarlo Stanton",519317,608371,"null","ball",,,,,"11","null","R","R","R","MIA","ATL","B","null","null",2,1,2017,"-0.7807","0.8852","-1.8578","3.8410","null","543829.00","null",0,2,"Bot","null","null",,,452095,,"170930_235413","2.5158","-135.8685","-0.9647","-9.8639","30.0948","-21.6802","3.8451","1.8155","null","null","null","91.6360","2227","5.2560",492500,608371,452095,518692,645277,547004,621020,607054,572669,455976,"55.2416","0.000","0.000","null","null","null","null","null",20,"4"
"FF","2017-09-30","93.2","-1.9800","5.9883","Giancarlo Stanton",519317,608371,"null","ball",,,,,"12","null","R","R","R","MIA","ATL","B","null","null",1,1,2017,"-0.6142","1.4628","0.5247","4.2722","null","null","543829.00",0,2,"Bot","null","null",,,452095,,"170930_235338","7.5125","-134.8279","-1.5693","-8.9224","31.7521","-15.0663","3.8451","1.8155","null","null","null","90.5370","2202","5.1710",492500,608371,452095,518692,645277,547004,621020,607054,572669,455976,"55.3271","0.000","0.000","null","null","null","null","null",20,"3"
"FT","2017-09-30","93.4","-1.9917","5.7084","Giancarlo Stanton",519317,608371,"null","called_strike",,,,,"5","null","R","R","R","MIA","ATL","S","null","null",1,0,2017,"-1.2464","0.3161","0.0474","2.6864","null","null","543829.00",0,2,"Bot","null","null",,,452095,,"170930_235257","7.7224","-135.5237","-2.6798","-16.4990","27.0558","-28.0865","3.8026","1.7729","null","null","null","91.9840","2126","5.3980",492500,608371,452095,518692,645277,547004,621020,607054,572669,455976,"55.1001","0.000","0.000","null","null","null","null","null",20,"2"
"FT","2017-09-30","93.5","-3.0364","5.6733","Giancarlo Stanton",519317,608371,"null","ball",,,,,"11","null","R","R","R","MIA","ATL","B","null","null",0,0,2017,"-1.0679","0.5506","-2.1826","3.5621","null","null","543829.00",0,2,"Bot","null","null",,,452095,,"170930_235152","4.3611","-135.7405","-0.8703","-13.7088","27.8123","-25.6373","3.7600","1.7303","null","null","null","91.9740","2296","5.3510",492500,608371,452095,518692,645277,547004,621020,607054,572669,455976,"55.1468","0.000","0.000","null","null","null","null","null",20,"1"
"FT","2017-09-30","93.3","-3.1316","5.7017","Giancarlo Stanton",519317,608371,"field_out","hit_into_play",,,,,"11","Giancarlo Stanton grounds out, first baseman Freddie Freeman to pitcher Lucas Sims.   Dee Gordon to 3rd.  ","R","R","R","MIA","ATL","X","3","ground_ball",0,0,2017,"-1.1321","0.9732","-1.0736","2.7773","null","543829.00","null",0,1,"Bot","146.34","161.19",,,452095,,"170930_232145","7.5352","-135.2340","-3.7350","-15.0979","28.7516","-20.0318","3.6322","1.6025","95","60.2","9.0940","91.6610","2352","5.4570",492500,608371,452095,518692,645277,547004,621020,607054,572669,455976,"55.0413","0.138","0.129","0.00",1,0,0,2,7,"1"
"FC","2017-09-29","90.8","-2.2013","4.8444","Giancarlo Stanton",519317,595465,"single","hit_into_play_score",,,,,"6","Giancarlo Stanton singles on a ground ball to third baseman Rio Ruiz.   Tyler Moore scores.    Miguel Rojas to 3rd.    Tomas Telis to 2nd.  ","R","R","R","MIA","ATL","X","null","ground_ball",1,0,2017,"0.3148","0.6705","0.5385","2.4375","489138.00","500743.00","542513.00",1,7,"Bot","115.40","187.78",,,435559,,"170930_012633","6.1366","-131.8207","-1.5057","2.3749","26.7913","-24.3817","3.6322","1.6025","2","64.8","-52.8540","90.0830","2383","5.8720",492485,595465,435559,518692,645277,547004,621020,608672,572669,455976,"54.6257","0.134","0.122","0.90",1,1,0,2,60,"2"
"FC","2017-09-29","91.0","-2.0616","4.9765","Giancarlo Stanton",519317,595465,"null","ball",,,,,"14","null","R","R","R","MIA","ATL","B","null","null",0,0,2017,"0.1622","1.0177","2.5000","1.2511","489138.00","500743.00","542513.00",1,7,"Bot","null","null",,,435559,,"170930_012548","10.9830","-131.7025","-5.4600","-0.5402","28.7997","-19.5360","3.9054","1.8758","null","null","null","89.9680","2570","6.0130",492485,595465,435559,518692,645277,547004,621020,608672,572669,455976,"54.4851","0.000","0.000","null","null","null","null","null",60,"1"
